exercise_id,name,target_muscle,body_part,equipment,secondary_muscles,instructions,image_endpoint,gif_url,local_gif_path,local_thumbnail_path
0262,Cross Body Crunch,abs,waist,body weight,obliques,"Lie flat on your back with your knees bent and feet flat on the ground. | Place your hands behind your head with your elbows pointing outwards. | Engaging your abs, lift your upper body off the ground and twist to bring your right elbow towards your left knee. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat on the other side, bringing your left elbow towards your right knee. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0262&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0262.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0262.jpg
0267,Crunch (Hands Overhead),abs,waist,body weight,hip flexors,"Lie flat on your back with your knees bent and feet flat on the ground. | Extend your arms straight above your head. | Engaging your abs, lift your upper body off the ground, curling forward towards your knees. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0267&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0267.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0267.jpg
0271,Crunch (On Stability Ball),abs,waist,stability ball,hip flexors,"Sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Lie back on the ball until your lower back is supported and your upper body is parallel to the floor. | Place your hands behind your head or across your chest. | Engage your abs and lift your upper body towards your knees, curling your torso forward. | Pause for a moment at the top of the movement, then slowly lower your upper body back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0271&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0271.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0271.jpg
0272,"Crunch (On Stability Ball, Arms Straight)",abs,waist,stability ball,hip flexors,"Sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Lie back on the ball until your lower back is supported and your upper body is parallel to the floor. | Place your hands behind your head or cross them over your chest. | Engage your abs and lift your upper body off the ball, curling your shoulders towards your hips. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0272&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0272.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0272.jpg
0274,Crunch Floor,abs,waist,body weight,hip flexors,"Lie flat on your back with your knees bent and feet flat on the ground. | Place your hands behind your head with your elbows pointing outwards. | Engage your abs and lift your shoulders off the ground, curling forward towards your knees. | Pause for a moment at the top, then slowly lower your shoulders back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0274&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0274.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0274.jpg
0276,Dead Bug,abs,waist,body weight,"hip flexors, lower back","Lie flat on your back with your arms extended towards the ceiling. | Bend your knees and lift your legs off the ground, creating a 90-degree angle at your hips and knees. | Engage your core and lower back to press your lower back into the ground. | Slowly lower your right arm and left leg towards the ground, keeping them straight and hovering just above the floor. | Pause for a moment, then return to the starting position. | Repeat the movement with your left arm and right leg. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0276&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0276.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0276.jpg
0277,Decline Crunch,abs,waist,body weight,hip flexors,"Lie on a decline bench with your feet secured and your knees bent at a 90-degree angle. | Place your hands behind your head or across your chest. | Engage your abs and lift your upper body towards your knees, curling your torso. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0277&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0277.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0277.jpg
0279,Decline Push-Up,pectorals,chest,body weight,"triceps, shoulders","Place your hands on the ground slightly wider than shoulder-width apart, with your feet elevated on a stable surface. | Keep your body in a straight line from head to toe, engaging your core muscles. | Lower your chest towards the ground by bending your elbows, keeping them close to your body. | Push through your palms to extend your arms and return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0279&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0279.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0279.jpg
0282,Decline Sit-Up,abs,waist,body weight,"hip flexors, lower back","Lie on a decline bench with your feet secured and your knees bent. | Place your hands behind your head or across your chest. | Engage your abs and lift your upper body off the bench, curling forward towards your knees. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0282&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0282.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0282.jpg
0283,Diamond Push-Up,triceps,upper arms,body weight,"chest, shoulders","Start in a high plank position with your hands close together, forming a diamond shape with your thumbs and index fingers. | Keep your body in a straight line from head to toe, engaging your core and glutes. | Lower your chest towards the diamond shape formed by your hands, keeping your elbows close to your body. | Pause for a moment at the bottom, then push yourself back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0283&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0283.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0283.jpg
0284,Donkey Calf Raise,calves,lower legs,body weight,"hamstrings, glutes","Stand with your toes on an elevated surface, such as a step or block. | Place your hands on a stable support, such as a wall or railing, for balance. | Raise your heels as high as possible, lifting your body weight onto the balls of your feet. | Pause for a moment at the top, then slowly lower your heels back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0284&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0284.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0284.jpg
0285,Dumbbell Alternate Biceps Curl,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in each hand, palms facing forward and arms fully extended. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions, alternating arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=0285&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0285.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0285.jpg
0286,Dumbbell Alternate Side Press,delts,shoulders,dumbbell,"triceps, core","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height. | Press one dumbbell overhead while keeping the other dumbbell at shoulder height. | Lower the pressed dumbbell back to shoulder height while pressing the other dumbbell overhead. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0286&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0286.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0286.jpg
0287,Dumbbell Arnold Press V. 2,delts,shoulders,dumbbell,"triceps, upper chest","Sit on a bench with back support and hold a dumbbell in each hand at shoulder level, palms facing your body and elbows bent. | Press the dumbbells upward until your arms are fully extended and your palms are facing forward. | Rotate your wrists as you lift, so that your palms end up facing forward at the top of the movement. | Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0287&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0287.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0287.jpg
0288,Dumbbell Around Pullover,pectorals,chest,dumbbell,"triceps, latissimus dorsi","Lie flat on a bench with your head at one end and your feet firmly on the ground. | Hold a dumbbell with both hands and extend your arms straight above your chest. | Keeping your arms straight, slowly lower the dumbbell behind your head in an arc motion. | Pause for a moment at the bottom, then raise the dumbbell back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0288&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0288.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0288.jpg
0289,Dumbbell Bench Press,pectorals,chest,dumbbell,"triceps, shoulders","Lie flat on a bench with your feet flat on the ground and your back pressed against the bench. | Hold a dumbbell in each hand, with your palms facing forward and your arms extended above your chest. | Lower the dumbbells slowly to the sides of your chest, keeping your elbows at a 90-degree angle. | Pause for a moment, then push the dumbbells back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0289&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0289.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0289.jpg
0290,Dumbbell Bench Seated Press,delts,shoulders,dumbbell,"triceps, chest","Sit on a bench with a dumbbell in each hand, resting on your thighs. | Lean back and position the dumbbells to the sides of your chest, palms facing forward. | Press the dumbbells upward until your arms are fully extended. | Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0290&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0290.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0290.jpg
0291,Dumbbell Bench Squat,glutes,upper legs,dumbbell,"quadriceps, hamstrings, calves","Place a dumbbell on the ground in front of a bench. | Stand facing away from the bench with your feet shoulder-width apart. | Bend at the knees and hips to lower yourself down towards the bench, keeping your chest up and back straight. | Once your glutes touch the bench, push through your heels to stand back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0291&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0291.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0291.jpg
0292,Dumbbell One Arm Bent-Over Row,upper back,back,dumbbell,"biceps, forearms","Stand with your feet shoulder-width apart, holding a dumbbell in one hand with your palm facing your body. | Bend your knees slightly and hinge forward at the hips, keeping your back straight and your core engaged. | Let the dumbbell hang straight down towards the floor, with your arm fully extended. | Pull the dumbbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together. | Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. | Repeat for the desired number of repetitions, then switch sides.",https://exercisedb.p.rapidapi.com/image?exerciseId=0292&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0292.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0292.jpg
0293,Dumbbell Bent Over Row,upper back,back,dumbbell,"biceps, forearms","Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in each hand with your palms facing your body. | Bend forward at the hips, keeping your back straight and your core engaged. | Let your arms hang straight down towards the floor, with your elbows slightly bent. | Pull the dumbbells up towards your chest, squeezing your shoulder blades together. | Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0293&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0293.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0293.jpg
0294,Dumbbell Biceps Curl,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in each hand, palms facing forward and arms fully extended. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0294&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0294.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0294.jpg
0295,Dumbbell Clean,glutes,upper legs,dumbbell,"hamstrings, quadriceps, calves","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. | Bend your knees and lower your hips into a squat position, keeping your back straight and chest up. | Explosively extend your hips and knees, driving through your heels to jump off the ground. | As you jump, shrug your shoulders and pull the dumbbells up towards your shoulders, keeping them close to your body. | Catch the dumbbells at shoulder height, with your elbows pointing forward and your palms facing up. | Lower the dumbbells back down to the starting position by reversing the movement. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0295&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0295.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0295.jpg
0296,Dumbbell Close-Grip Press,triceps,upper arms,dumbbell,"chest, shoulders","Sit on a flat bench with a dumbbell in each hand, resting on your thighs. | Using your thighs to help raise the dumbbells, lift the dumbbells one at a time so that you can hold them in front of you at shoulder width. | Once at shoulder width, rotate your wrists forward so that the palms of your hands are facing away from you. This will be your starting position. | As you breathe in, slowly lower the dumbbells to your side until they are about level with your chest. | As you exhale, use your triceps to lift the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0296&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0296.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0296.jpg
0297,Dumbbell Concentration Curl,biceps,upper arms,dumbbell,forearms,"Sit on a bench with your legs spread apart and a dumbbell in one hand, resting your elbow on the inside of your thigh. | Fully extend your arm and hold the dumbbell with an underhand grip. | Keeping your upper arm stationary, exhale and curl the weight up towards your shoulder while contracting your biceps. | Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=0297&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0297.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0297.jpg
0298,Dumbbell Cross Body Hammer Curl,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in each hand, palms facing your body. | Keep your elbows close to your torso and your upper arms stationary. | Exhale and curl the weights while contracting your biceps, bringing the dumbbells across your body towards your opposite shoulder. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0298&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0298.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0298.jpg
0299,Dumbbell Cuban Press,delts,shoulders,dumbbell,"triceps, upper back","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height with your palms facing down. | Keeping your core engaged and your elbows slightly bent, press the dumbbells up and overhead until your arms are fully extended. | Rotate your wrists so that your palms are facing forward. | Slowly lower the dumbbells back to the starting position, rotating your wrists back to the starting position as you do so. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0299&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0299.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0299.jpg
0300,Dumbbell Deadlift,glutes,upper legs,dumbbell,"hamstrings, lower back","Stand with your feet shoulder-width apart, toes pointing forward. | Hold a dumbbell in each hand, palms facing your body, arms extended downwards. | Bend at your hips and knees, lowering the dumbbells towards the ground while keeping your back straight. | Push through your heels and extend your hips and knees, lifting the dumbbells back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0300&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0300.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0300.jpg
0301,Dumbbell Decline Bench Press,pectorals,chest,dumbbell,"triceps, shoulders","Lie down on a decline bench with your feet secured and your head lower than your hips. | Hold a dumbbell in each hand and extend your arms straight up above your chest, palms facing forward. | Lower the dumbbells slowly to the sides of your chest, keeping your elbows at a 90-degree angle. | Push the dumbbells back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0301&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0301.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0301.jpg
0302,Dumbbell Decline Fly,pectorals,chest,dumbbell,shoulders,"Lie on a decline bench with your feet secured and your head lower than your hips. | Hold a dumbbell in each hand with your palms facing each other and your arms extended above your chest. | Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest. | Pause for a moment, then squeeze your chest muscles to bring the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0302&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0302.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0302.jpg
0303,Dumbbell Decline Hammer Press,pectorals,chest,dumbbell,"triceps, shoulders","Lie on a decline bench with your feet secured and your head lower than your hips. | Hold a dumbbell in each hand with your palms facing each other and your arms extended above your chest. | Lower the dumbbells to the sides of your chest, keeping your elbows slightly bent. | Press the dumbbells back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0303&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0303.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0303.jpg
0304,Dumbbell Decline Shrug V. 2,traps,back,dumbbell,"shoulders, rhomboids","Set up a decline bench at a 45-degree angle. | Lie face down on the bench with your chest and stomach resting on it. | Hold a dumbbell in each hand with your palms facing each other and your arms fully extended. | Keeping your arms straight, raise your shoulders as high as possible while squeezing your shoulder blades together. | Hold the contraction for a brief pause, then lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0304&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0304.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0304.jpg
0305,Dumbbell Decline Shrug,traps,back,dumbbell,"shoulders, rhomboids","Set up a decline bench at a 45-degree angle. | Lie face down on the bench with your chest and stomach resting against it. | Hold a dumbbell in each hand with your arms fully extended towards the floor. | Keeping your arms straight, raise your shoulders towards your ears as high as possible. | Hold the contraction for a moment, then slowly lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0305&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0305.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0305.jpg
0306,Dumbbell Decline Triceps Extension,triceps,upper arms,dumbbell,shoulders,"Lie on a decline bench with your head lower than your feet and hold a dumbbell in each hand, palms facing each other. | Extend your arms fully, keeping your elbows close to your head. | Lower the dumbbells slowly behind your head, bending your elbows. | Pause for a moment, then raise the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0306&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0306.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0306.jpg
0307,Dumbbell Decline Twist Fly,pectorals,chest,dumbbell,"shoulders, triceps","Lie down on a decline bench with your head lower than your hips. | Hold a dumbbell in each hand with your palms facing each other and your arms extended straight up over your chest. | Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest. | As you lower the dumbbells, twist your wrists so that your palms face forward at the bottom of the movement. | Reverse the motion and bring the dumbbells back up to the starting position, squeezing your chest muscles at the top. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0307&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0307.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0307.jpg
0308,Dumbbell Fly,pectorals,chest,dumbbell,shoulders,"Lie flat on a bench with a dumbbell in each hand, palms facing each other. | Extend your arms straight up over your chest, with a slight bend in your elbows. | Keeping a slight bend in your elbows, lower your arms out to the sides in a wide arc until you feel a stretch in your chest. | Pause for a moment, then reverse the movement and bring the dumbbells back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0308&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0308.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0308.jpg
0309,Dumbbell Front Raise V. 2,delts,shoulders,dumbbell,"trapezius, biceps","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your thighs. | Keep your back straight and engage your core. | Slowly lift the dumbbells in front of you, with your arms straight, until they are at shoulder level. | Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0309&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0309.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0309.jpg
0310,Dumbbell Front Raise,delts,shoulders,dumbbell,"biceps, trapezius","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your thighs. | Keeping your arms straight, exhale and lift the dumbbells in front of you until they are at shoulder level. | Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0310&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0310.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0310.jpg
0311,Dumbbell Full Can Lateral Raise,delts,shoulders,dumbbell,"traps, rotator cuff","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your body. | Keep your back straight and engage your core. | Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the ground. | Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0311&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0311.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0311.jpg
0312,Dumbbell Hammer Curl V. 2,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in each hand, palms facing your torso. | Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. | This will be your starting position. | Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Then, inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the recommended amount of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0312&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0312.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0312.jpg
0313,Dumbbell Hammer Curl,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in each hand, palms facing your torso. | Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. | This will be your starting position. | Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Then, inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the recommended amount of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0313&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0313.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0313.jpg
0314,Dumbbell Incline Bench Press,pectorals,chest,dumbbell,"shoulders, triceps","Set up an incline bench at a 45-degree angle. | Sit on the bench with your feet flat on the ground and your back pressed firmly against the bench. | Hold a dumbbell in each hand, palms facing forward, and lift them to shoulder height. | Slowly lower the dumbbells to the sides of your chest, keeping your elbows at a 90-degree angle. | Push the dumbbells back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0314&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0314.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0314.jpg
0315,Dumbbell Incline Biceps Curl,biceps,upper arms,dumbbell,forearms,"Sit on an incline bench with a dumbbell in each hand, palms facing forward, and arms fully extended. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0315&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0315.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0315.jpg
0316,Dumbbell Incline Breeding,pectorals,chest,dumbbell,"shoulders, triceps","Set up an incline bench at a 45-degree angle. | Sit on the bench with your back against the pad and feet flat on the ground. | Hold a dumbbell in each hand with an overhand grip, palms facing forward. | Start with your arms fully extended, perpendicular to the ground. | Lower the dumbbells slowly to the sides of your chest, keeping your elbows at a 90-degree angle. | Pause for a moment at the bottom, then push the dumbbells back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0316&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0316.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0316.jpg
0317,Dumbbell Incline Curl V. 2,biceps,upper arms,dumbbell,forearms,"Sit on an incline bench with a dumbbell in each hand, palms facing forward and arms fully extended. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0317&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0317.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0317.jpg
0318,Dumbbell Incline Curl,biceps,upper arms,dumbbell,forearms,"Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing forward. | Rest your upper arms on the incline bench and let your elbows hang down, fully extending your arms. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0318&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0318.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0318.jpg
0319,Dumbbell Incline Fly,pectorals,chest,dumbbell,shoulders,"Set an incline bench to a 45-degree angle. | Sit on the bench with a dumbbell in each hand, palms facing each other. | Lie back on the bench and press the dumbbells up to the starting position, directly above your chest. | Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest. | Pause for a moment, then squeeze your chest muscles to bring the dumbbells back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0319&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0319.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0319.jpg
